gen	nevals	avg     	std     	min     	max     
0  	15    	0.682543	0.249644	0.246814	1.07012 
1  	9     	0.755857	0.158748	0.49779 	1.07012 
2  	6     	0.778828	0.136104	0.547818	1.02037 
3  	6     	0.776012	0.115373	0.595835	1.02037 
4  	6     	0.709086	0.17559 	0.125322	0.882204
5  	6     	0.623711	0.285585	0.122764	0.987758
6  	8     	0.711588	0.304272	0.125322	1.0724  
7  	9     	0.733141	0.315529	0.114851	0.989622
[[8, 60, 159]]
